PP;Blok;Condition;timestamp;Valence_rc;Arousal_rc;Dominance;Stress;MentalEffort;MentalDemand;PhysicalDemand;TemporalDemand;Effort;Performance_rc;Frustration;NasaTLX;HR;RMSSD;SCL;Squality;Sneutral;Shappy;Ssad;Sangry;Ssurprised;Sscared;Sdisgusted;Svalence;SyHeadOrientation;SxHeadOrientation;SzHeadOrientation;SmouthOpen;SleftEyeClosed;SrightEyeClosed;SleftEyebrowLowered;SleftEyebrowRaised;SrightEyebrowLowered;SrightEyebrowRaised;SgazeDirectionForward;SgazeDirectionLeft;SgazeDirectionRight;SAu01_InnerBrowRaiser;SAu02_OuterBrowRaiser;SAu04_BrowLowerer;SAu05_UpperLidRaiser;SAu06_CheekRaiser;SAu07_LidTightener;SAu09_NoseWrinkler;SAu10_UpperLipRaiser;SAu12_LipCornerPuller;SAu14_Dimpler;SAu15_LipCornerDepressor;SAu17_ChinRaiser;SAu20_LipStretcher;SAu23_LipTightener;SAu24_LipPressor;SAu25_LipsPart;SAu26_JawDrop;SAu27_MouthStretch;SAu43_EyesClosed;SnMouseAct;SnLeftClicked;SnRightClicked;SnDoubleClicked;SnWheel;SnDragged;SnMouseDistance;SnKeyStrokes;SnChars;SnSpecialKeys;SnDirectionKeys;SnErrorKeys;SnShortcutKeys;SnSpaces;SnAppChange;SnTabfocusChange;CharactersRatio;ErrorKeyRatio;avgDepthavg;leftShoulderAngleavg;rightShoulderAngleavg;leanAngleavg;HipCenter_SpineSpine_ShoulderCenteravg;Spine_ShoulderCenterShoulderCenter_Headavg;Spine_ShoulderCenterShoulderCenter_ShoulderLeftavg;Spine_ShoulderCenterShoulderCenter_ShoulderRightavg;ShoulderCenter_ShoulderLeftShoulderLeft_ElbowLeftavg;ShoulderLeft_ElbowLeftElbowLeft_WristLeftavg;ElbowLeft_WristLeftWristLeft_HandLeftavg;ShoulderCenter_ShoulderRightShoulderRight_ElbowRightavg;ShoulderRight_ElbowRightElbowRight_WristRightavg;ElbowRight_WristRightWristRight_HandRightavg;HipCenter_SpinePlaneZXAxisXavg;HipCenter_SpinePlaneXYAxisYavg;HipCenter_SpinePlaneYZAxisZavg;Spine_ShoulderCenterPlaneZXAxisXavg;Spine_ShoulderCenterPlaneXYAxisYavg;Spine_ShoulderCenterPlaneYZAxisZavg;ShoulderCenter_HeadPlaneZXAxisXavg;ShoulderCenter_HeadPlaneXYAxisYavg;ShoulderCenter_HeadPlaneYZAxisZavg;ShoulderCenter_ShoulderLeftPlaneZXAxisXavg;ShoulderCenter_ShoulderLeftPlaneXYAxisYavg;ShoulderCenter_ShoulderLeftPlaneYZAxisZavg;ShoulderCenter_ShoulderRightPlaneZXAxisXavg;ShoulderCenter_ShoulderRightPlaneXYAxisYavg;ShoulderCenter_ShoulderRightPlaneYZAxisZavg;ShoulderLeft_ElbowLeftPlaneZXAxisXavg;ShoulderLeft_ElbowLeftPlaneXYAxisYavg;ShoulderLeft_ElbowLeftPlaneYZAxisZavg;ElbowLeft_WristLeftPlaneZXAxisXavg;ElbowLeft_WristLeftPlaneXYAxisYavg;ElbowLeft_WristLeftPlaneYZAxisZavg;WristLeft_HandLeftPlaneZXAxisXavg;WristLeft_HandLeftPlaneXYAxisYavg;WristLeft_HandLeftPlaneYZAxisZavg;ShoulderRight_ElbowRightPlaneZXAxisXavg;ShoulderRight_ElbowRightPlaneXYAxisYavg;ShoulderRight_ElbowRightPlaneYZAxisZavg;ElbowRight_WristRightPlaneZXAxisXavg;ElbowRight_WristRightPlaneXYAxisYavg;ElbowRight_WristRightPlaneYZAxisZavg;WristRight_HandRightPlaneZXAxisXavg;WristRight_HandRightPlaneXYAxisYavg;WristRight_HandRightKinectZAxisavg;avgDepthstdv;leftShoulderAnglestdv;rightShoulderAnglestdv;leanAnglestdv;HipCenter_SpineSpine_ShoulderCenterstdv;Spine_ShoulderCenterShoulderCenter_Headstdv;Spine_ShoulderCenterShoulderCenter_ShoulderLeftstdv;Spine_ShoulderCenterShoulderCenter_ShoulderRightstdv;ShoulderCenter_ShoulderLeftShoulderLeft_ElbowLeftstdv;ShoulderLeft_ElbowLeftElbowLeft_WristLeftstdv;ElbowLeft_WristLeftWristLeft_HandLeftstdv;ShoulderCenter_ShoulderRightShoulderRight_ElbowRightstdv;ShoulderRight_ElbowRightElbowRight_WristRightstdv;ElbowRight_WristRightWristRight_HandRightstdv;HipCenter_SpinePlaneZXAxisXstdv;HipCenter_SpinePlaneXYAxisYstdv;HipCenter_SpinePlaneYZAxisZstdv;Spine_ShoulderCenterPlaneZXAxisXstdv;Spine_ShoulderCenterPlaneXYAxisYstdv;Spine_ShoulderCenterPlaneYZAxisZstdv;ShoulderCenter_HeadPlaneZXAxisXstdv;ShoulderCenter_HeadPlaneXYAxisYstdv;ShoulderCenter_HeadPlaneYZAxisZstdv;ShoulderCenter_ShoulderLeftPlaneZXAxisXstdv;ShoulderCenter_ShoulderLeftPlaneXYAxisYstdv;ShoulderCenter_ShoulderLeftPlaneYZAxisZstdv;ShoulderCenter_ShoulderRightPlaneZXAxisXstdv;ShoulderCenter_ShoulderRightPlaneXYAxisYstdv;ShoulderCenter_ShoulderRightPlaneYZAxisZstdv;ShoulderLeft_ElbowLeftPlaneZXAxisXstdv;ShoulderLeft_ElbowLeftPlaneXYAxisYstdv;ShoulderLeft_ElbowLeftPlaneYZAxisZstdv;ElbowLeft_WristLeftPlaneZXAxisXstdv;ElbowLeft_WristLeftPlaneXYAxisYstdv;ElbowLeft_WristLeftPlaneYZAxisZstdv;WristLeft_HandLeftPlaneZXAxisXstdv;WristLeft_HandLeftPlaneXYAxisYstdv;WristLeft_HandLeftPlaneYZAxisZstdv;ShoulderRight_ElbowRightPlaneZXAxisXstdv;ShoulderRight_ElbowRightPlaneXYAxisYstdv;ShoulderRight_ElbowRightPlaneYZAxisZstdv;ElbowRight_WristRightPlaneZXAxisXstdv;ElbowRight_WristRightPlaneXYAxisYstdv;ElbowRight_WristRightPlaneYZAxisZstdv;WristRight_HandRightPlaneZXAxisXstdv;WristRight_HandRightPlaneXYAxisYstdv;WristRight_HandRightKinectZAxisstdv
PP7;2;T;20121002T143500000;7;7;8;1,3;3,1;1,7;3,7;7,3;6,2;7,7;1,8;44,1;71;0,046735;141,850117;0,938372;0,900286;0,027549;0,037839;0,016785;0,008988;0,000306;0,000671;-0,01677;6,900402;-6,607048;-11,59118;0,012766;0,246809;0,255319;0;0;0;0;0,668085;0,182979;0,025532;0;0;0;0,07234;0;0;0,004255;0;0,004255;0,017021;0;0,029787;0,042553;0,693617;0,161702;0,012766;0;0;0,834043;30;12;0;1;13;2;18732,23759;55;45;10;0;1;0;4;8;4;0,818182;0,020408;2225,893076;-116,067416;105,827254;102,319813;175,924516;156,575556;66,121844;65,909669;129,887296;144,785308;163,709829;121,982137;157,221665;145,627532;-107,159154;-4,629132;106,314395;-114,20248;-4,667541;102,319813;-72,719581;10,184049;119,440126;81,464379;-116,067416;-67,074146;22,120914;105,827254;-37,725035;-145,045105;-157,984965;-105,711108;-97,818338;8,90203;-116,95818;-89,762574;-10,282042;-95,506466;6,629011;160,277514;-87,153325;-2,631389;111,048153;-93,708053;-2,676785;69,050072;-81,642808;21,309463;4,335074;4,699484;6,029643;1,360069;9,454899;5,114495;2,423294;9,666916;26,880913;13,417618;8,123032;18,882201;28,873509;9,299426;2,209689;5,981917;13,511037;2,320426;6,029643;7,639462;4,720516;6,946706;144,612395;4,335074;25,406769;8,857119;4,699484;17,80026;17,502678;5,768824;6,47088;42,751056;151,048078;45,372664;59,914612;135,179511;98,114302;17,54454;20,438247;4,967918;40,180643;103,692333;25,141218;79,768241;119,38833;86,711645
PP7;2;T;20121002T143600000;7;7;8;1,3;3,1;1,7;3,7;7,3;6,2;7,7;1,8;44,1;71;0,033747;153,14615;0,941758;0,856317;0,01147;0,074404;0,017215;0,0247;0,000604;0,000828;-0,071445;6,271823;-8,105152;-10,920751;0,115578;0,321608;0,271357;0;0;0,01005;0;0,497487;0,311558;0,025126;0;0;0,050251;0,236181;0,005025;0;0;0;0;0;0;0,035176;0;1,281407;0,090452;0,311558;0;0;0,743719;12;5;0;0;7;0;7822,075067;125;86;39;0;8;0;22;5;0;0,688;0,074074;2230,652513;-109,73763;98,215666;111,125519;175,924573;168,949734;65,039521;69,439495;117,547707;168,824457;176,262347;110,100645;157,075146;137,143758;-97,305335;-3,401872;115,045693;-99,285138;-3,426975;111,125519;-79,145401;5,064394;113,414585;147,131366;-109,73763;-30,147008;32,186387;98,215666;-15,989278;-150,636754;-153,553803;-106,619915;-136,749343;-161,184806;-105,81321;-141,731921;-161,422202;-102,968731;-5,08015;161,495294;-90,287052;-6,652902;96,043904;-93,44285;45,578282;-2,808667;-80,465454;23,205881;5,829006;5,578392;5,687395;2,122983;5,599332;3,641427;3,93499;14,907209;9,089837;2,109258;8,566848;18,91513;27,593307;3,787598;1,969613;5,21279;5,588748;2,019793;5,687395;11,006762;5,267028;4,384734;6,127546;5,829006;12,793967;12,161449;5,578392;27,872386;12,043011;2,763886;10,985207;19,411483;19,94331;3,449137;20,781716;20,211849;3,234922;11,705723;6,223623;8,784025;51,431833;124,977911;27,394337;94,598639;152,742018;48,903824
PP7;2;T;20121002T143700000;7;7;8;1,3;3,1;1,7;3,7;7,3;6,2;7,7;1,8;44,1;72;0,039214;146,494673;0,934347;0,842628;0,017518;0,046363;0,024318;0,036248;0,000179;0,001466;-0,041063;11,02636;-10,059885;-13,704359;0,04717;0,424528;0,235849;0;0;0,127358;0;0,334906;0,358491;0,009434;0;0,080189;0,051887;0,127358;0;0,051887;0;0;0,443396;0,042453;0;0,033019;0;1,768868;0,188679;0,150943;0,084906;0;0,834906;0;0;0;0;0;0;0;176;130;46;0;6;0;27;0;0;0,738636;0,038217;2231,302075;-112,000366;96,021112;111,060068;175,812933;167,602605;65,031394;70,153817;127,969027;169,887465;176,207824;105,982572;149,854853;151,00882;-99,033992;-4,159479;115,127964;-101,007923;-4,063307;111,060068;-76,206662;6,509072;115,642318;153,560764;-112,000366;-39,667036;33,226877;96,021112;-9,979692;-162,151602;-153,266996;-99,185159;-157,025769;-161,722959;-97,558824;-100,967442;-159,281934;-94,458866;-7,950579;163,128104;-91,772884;-34,828137;13,96702;-105,234381;-32,279675;59,278429;-99,63848;23,159119;4,67361;4,389294;6,126298;1,613664;5,732838;2,50266;2,654677;8,356768;4,603339;2,527617;7,295007;17,669838;26,543195;6,960898;1,862224;5,960891;10,848489;1,995902;6,126298;11,310563;5,177487;4,907011;6,921413;4,67361;13,81747;4,331292;4,389294;8,481608;3,107156;2,683027;1,613253;12,352515;18,925235;4,410679;130,881272;34,653107;4,680313;16,372805;28,553562;4,084441;68,863844;167,117455;27,902502;68,564464;143,474518;56,739677
PP7;2;T;20121002T143800000;7;7;8;1,3;3,1;1,7;3,7;7,3;6,2;7,7;1,8;44,1;72;0,033717;145,58647;0,927778;0,816292;0,047584;0,070875;0,01189;0,015287;0,000547;0,001091;-0,027559;13,142343;-10,754784;-12,516289;0,033473;0,460251;0,410042;0,037657;0;0,025105;0;0,301255;0,39749;0,008368;0;0,025105;0;0,041841;0;0;0;0,008368;0,129707;0,004184;0;0,259414;0;2,117155;0,146444;0,104603;0,037657;0,037657;0,640167;2;2;0;0;0;0;1858,334532;163;128;35;0;9;0;19;0;0;0,785276;0,061224;2229,870189;-110,353696;95,368806;113,399665;175,705695;169,537166;64,90597;69,35723;124,181955;168,881688;176,18951;100,719259;157,261024;144,740673;-97,162555;-3,782648;117,635291;-98,51056;-3,662175;113,399665;-75,460032;5,85503;112,347801;150,010093;-110,353696;-33,178621;36,432216;95,368806;-7,289247;-158,167025;-151,869303;-101,781099;-143,106208;-149,093846;-102,317659;-150,885478;-150,074037;-99,09214;-22,221882;142,769146;-95,078604;-7,852074;83,037142;-96,012366;-37,601353;38,692975;-96,609013;23,80913;3,484804;4,383727;3,713041;1,674843;5,929755;2,615999;3,64079;7,720761;5,417297;2,8137;12,081107;18,497147;30,590795;5,299338;2,383289;3,466784;6,603876;2,24418;3,713041;14,52592;5,57495;4,461601;4,461238;3,484804;8,60466;2,966163;4,383727;6,006071;7,295474;4,098295;2,013744;18,3808;63,612119;1,623961;19,942347;60,6721;1,88475;29,906395;86,397434;10,560476;65,0731;140,709529;28,247577;70,133547;145,035701;71,62355
PP7;2;T;20121002T143900000;7;7;8;1,3;3,1;1,7;3,7;7,3;6,2;7,7;1,8;44,1;74;0,042529;137,987973;0,933829;0,875773;0,038777;0,02835;0,011983;0,021968;0,000265;0,011607;-0,004108;9,368964;-11,088413;-9,135536;0,053571;0,245536;0,178571;0;0;0;0;0,446429;0,361607;0,026786;0;0;0,004464;0,205357;0;0,066964;0;0,044643;0,138393;0,008929;0;0,0625;0;1,544643;0,089286;0,111607;0,004464;0;0,459821;5;2;0;0;1;1;4080,859158;142;91;51;0;28;0;18;2;0;0,640845;0,256881;2229,332254;-112,994342;98,69206;112,829231;175,872628;166,066515;64,872822;66,409295;129,484803;168,970759;176,796746;107,246534;136,814105;151,392243;-101,245894;-5,502476;116,883999;-103,553441;-5,439544;112,829231;-72,725259;8,049189;114,226855;152,404425;-112,994342;-39,575056;33,86717;98,69206;-14,247414;-161,67611;-150,544821;-100,469;-151,11713;-161,436237;-100,524152;-158,347204;-161,621944;-97,512539;-8,422439;164,179421;-92,068781;-48,43657;-7,036975;-114,893881;-55,055504;52,746168;-86,746759;22,489007;4,12557;5,52795;4,53075;1,565711;5,204802;2,187335;2,943246;7,689711;3,078482;1,28525;8,628453;22,07817;26,043272;4,474845;1,711546;4,193895;6,234128;1,92084;4,53075;11,266365;5,724548;4,03645;5,751834;4,12557;11,59735;9,661697;5,52795;17,735651;2,953258;3,234039;0,814244;6,266233;0,883291;2,187838;6,082134;1,079195;2,004;20,013324;20,087816;6,187971;64,745453;163,284155;49,277035;71,591009;142,035694;103,94231
PP7;2;T;20121002T144000000;7;7;8;1,3;3,1;1,7;3,7;7,3;6,2;7,7;1,8;44,1;76;0,03063;143,183859;0,927789;0,817921;0,027703;0,070384;0,02746;0,009617;0,000204;0,000723;-0,055076;11,389933;-12,701245;-12,539042;0,019048;0,466667;0,385714;0;0;0,07619;0;0,252381;0,490476;0;0;0;0;0,019048;0;0;0;0;0,238095;0;0;0,138095;0;3,147619;0,552381;0,019048;0;0;0,833333;0;0;0;0;0;0;0;235;151;84;25;22;2;29;0;0;0,642553;0,122222;2219,465973;-109,630753;96,251603;111,692295;175,831626;169,13193;67,055366;69,151937;124,133034;169,611051;176,910695;102,149525;145,470341;154,524776;-98,919085;-4,338675;115,809636;-100,908335;-4,310911;111,692295;-80,358757;4,421808;115,684015;151,703551;-109,630753;-34,012909;35,891046;96,251603;-8,836739;-157,872081;-152,202184;-102,044983;-143,457983;-162,44984;-103,355785;-150,508894;-162,378332;-100,256505;-17,211496;167,660698;-94,666488;-28,860481;63,364057;-107,738461;-37,284114;105,4831;-93,907792;24,496582;2,407463;3,474498;4,783188;1,716834;4,202472;2,472369;3,000938;4,686229;2,173805;1,32516;5,104571;25,336472;24,525136;2,699435;1,26792;4,402853;4,040998;1,363783;4,783188;7,906776;3,542489;4,058302;4,873968;2,407463;7,273001;2,852781;3,474498;5,262204;4,577632;2,100472;2,243822;8,34817;1,197227;3,171015;8,599398;1,209973;2,92677;20,162071;2,921091;5,777342;60,083182;151,01225;40,871765;70,336469;105,613617;84,475958
PP7;2;T;20121002T144100000;7;7;8;1,3;3,1;1,7;3,7;7,3;6,2;7,7;1,8;44,1;75;0,053613;147,424062;0,929915;0,745468;0,026716;0,136506;0,039548;0,008891;0,000238;0,001022;-0,132254;13,574305;-13,467672;-13,210426;0;0,454936;0,484979;0;0;0,004292;0;0,23176;0,553648;0,004292;0;0;0;0;0;0;0;0;0,158798;0;0;0,150215;0;3,776824;0,527897;0;0;0;0,600858;3;2;0;0;1;0;26288,3826;189;119;70;26;11;0;25;2;0;0,62963;0,076389;2214,444497;-110,219674;98,222061;109,660431;175,582532;168,153439;66,05592;70,592048;126,087083;168,92229;177,069262;89,710692;146,956157;132,714952;-95,897338;-2,37988;113,907569;-97,774795;-2,43573;109,660431;-77,155184;5,498382;113,351374;153,783568;-110,219674;-37,319094;34,007309;98,222061;-12,41528;-157,461589;-151,444944;-102,654049;-139,916146;-162,114979;-105,158215;-146,037536;-162,181681;-102,185112;-52,184766;45,589126;-107,34947;-17,368788;122,552216;-101,280825;-32,262412;67,518119;-87,454949;19,549032;3,21384;4,282715;4,665932;1,946387;5,086223;2,710207;3,380706;5,758002;2,738202;0,906616;22,773573;26,862814;24,740448;5,827701;2,86065;4,141912;7,256975;3,017851;4,665932;13,050096;4,208589;5,020099;4,554902;3,21384;9,317328;4,471466;4,282715;7,953603;2,514217;2,926913;1,043433;3,714413;1,240569;0,794744;3,371904;0,945087;0,677751;39,845492;156,905104;40,589538;59,371956;108,788577;29,781395;76,664614;117,21352;104,31452
PP7;2;T;20121002T144200000;7;7;8;1,3;3,1;1,7;3,7;7,3;6,2;7,7;1,8;44,1;NaN;NaN;146,264906;0,940339;0,847292;0,018078;0,113212;0,011923;0,005649;0,000806;0,000358;-0,098072;16,71479;-14,239337;-10,815807;0;0,320833;0,3125;0,0125;0;0,066667;0;0,15;0,6875;0;0;0;0,004167;0;0;0;0;0;0,141667;0;0;0;0;3,3375;0,320833;0;0;0;0,183333;5;1;0;0;4;0;378,659913;193;98;95;24;40;0;19;0;0;0,507772;0,34188;2214,231065;-111,661344;100,678883;107,103041;175,679975;165,703564;67,203989;68,931109;128,545638;168,84365;177,080912;107,642845;156,412687;140,156658;-99,34992;-3,64035;111,387601;-101,778571;-3,573411;107,103041;-74,266031;8,048645;116,312838;156,413903;-111,661344;-42,557473;33,86446;100,678883;-15,806185;-156,017164;-150,827034;-103,886187;-139,666691;-161,922128;-105,463565;-145,650727;-161,949739;-102,523493;-23,162122;164,754119;-96,435426;-18,259288;121,995729;-98,19635;-29,153118;127,474191;-114,385765;20,178531;1,716797;3,243472;2,71414;1,259284;4,387371;1,389946;1,725103;4,717101;2,038927;1,012423;5,757504;13,430701;28,847726;2,93491;1,001536;2,400041;4,33544;1,068356;2,71414;7,866534;4,360734;1,87159;3,521965;1,716797;6,673738;1,87051;3,243472;4,923544;1,872164;2,321223;0,152382;4,199254;1,106383;0,977245;3,971661;0,899071;0,906521;10,629689;3,403417;2,488633;56,345235;113,098688;25,513923;48,070498;54,885143;63,789255
PP7;2;T;20121002T144300000;7;7;8;1,3;3,1;1,7;3,7;7,3;6,2;7,7;1,8;44,1;75;0,028202;145,564114;0,941648;0,784115;0,009333;0,169241;0,021932;0,028471;0,001377;0,000792;-0,169009;14,026783;-11,346612;-11,20267;0,045833;0,3875;0,441667;0;0;0;0;0,35;0,454167;0,0125;0;0;0;0,0125;0;0;0;0;0,033333;0;0;0;0;3,483333;0,225;0,133333;0,058333;0;0,645833;3;2;0;0;1;0;19754,45263;152;102;50;0;12;0;24;2;0;0,671053;0,095238;2214,713704;-110,829256;99,829627;108,006721;175,723039;166,368494;68,013045;68,675676;126,24719;168,206745;177,128399;106,71299;159,37006;126,388438;-100,705442;-4,387119;112,19995;-103,026949;-4,241266;108,006721;-75,892438;7,101272;116,343666;154,572539;-110,829256;-38,794526;33,827732;99,829627;-14,551832;-155,293824;-151,309252;-104,103707;-136,553492;-163,042434;-106,088147;-142,529984;-162,978547;-103,179039;-21,205776;165,778445;-95,41348;-1,233761;121,405793;-93,725332;-62,305718;19,160636;-94,455718;21,755857;1,349558;2,133298;2,198664;1,320883;3,528385;1,591393;1,435337;3,286449;1,755359;0,90363;4,928333;16,24165;21,762582;3,044694;1,180306;1,630436;4,529901;1,391794;2,198664;4,761797;2,381759;2,090572;2,607909;1,349558;4,383478;1,678791;2,133298;3,187817;1,817035;1,271142;0,520921;2,577402;0,675806;NaN;2,670679;0,682946;NaN;11,323731;3,597074;2,514488;49,476994;112,032815;23,563216;74,903579;137,381763;67,082319
PP7;2;T;20121002T144400000;7;7;8;1,3;3,1;1,7;3,7;7,3;6,2;7,7;1,8;44,1;79;0,036399;138,09206;0,941732;0,815283;0,023538;0,081714;0,028127;0,012749;0,000254;0,000505;-0,071584;10,20757;-10,524967;-11,301509;0,029167;0,45;0,458333;0;0;0;0;0,420833;0,391667;0,016667;0;0;0;0,029167;0;0;0;0;0,116667;0,016667;0;0,029167;0;2,433333;0,3125;0,054167;0;0;1,104167;0;0;0;0;0;0;0;203;148;55;0;18;0;26;0;0;0,729064;0,103448;2227,810983;-112,084983;97,911701;108,207806;175,741663;165,302677;67,951712;69,577538;129,133052;168,796117;176,938169;101,781105;150,191801;143,08617;-103,03736;-5,295696;112,402745;-106,503228;-5,270053;108,207806;-73,995852;7,626817;114,713912;156,481377;-112,084983;-43,379481;32,219442;97,911701;-15,324352;-157,931905;-151,650853;-102,287369;-140,4938;-162,520295;-104,566929;-146,939319;-162,507838;-101,571161;-29,419345;168,219264;-97,102995;-19,727121;69,447491;-105,303122;-77,856894;29,662995;-122,972292;17,196352;3,299409;3,213983;3,945456;1,624185;5,554796;1,825494;3,640801;6,98907;1,870821;1,002424;7,200729;22,168723;23,798507;5,406841;1,85379;3,449116;7,516311;1,957688;3,945456;9,443834;4,595279;3,371857;5,292017;3,299409;11,153852;8,479375;3,213983;21,52844;3,020961;2,20739;1,42675;5,740933;1,365817;1,852627;5,650389;1,235513;1,634033;22,784755;3,485505;8,228644;60,72107;152,072703;37,02627;65,410112;147,720343;41,653657
PP7;2;T;20121002T144500000;7;7;8;1,3;3,1;1,7;3,7;7,3;6,2;7,7;1,8;44,1;74;0,04341;138,137092;0,941125;0,826875;0,038833;0,096675;0,02275;0,005111;0,000455;0,00061;-0,069915;17,414615;-13,565621;-12,997758;0,012552;0,435146;0,401674;0;0;0,029289;0;0,230126;0,594142;0,004184;0;0;0;0,004184;0;0;0;0;0,230126;0;0;0;0;3,251046;0,711297;0,012552;0,012552;0,041841;0,263598;0;0;0;0;0;0;0;192;120;72;19;12;0;31;0;0;0,625;0,07947;2226,612824;-110,046078;96,295733;110,581361;175,723506;167,985321;67,929239;69,465599;124,612583;168,422357;177,030782;100,340254;153,701653;161,862547;-100,859032;-5,020131;114,737188;-103,414991;-4,964124;110,581361;-77,074024;5,981454;114,621084;152,820646;-110,046078;-35,777648;34,476284;96,295733;-9,333659;-156,995329;-152,645398;-102,363349;-135,500443;-163,464571;-106,226173;-141,241883;-163,495958;-103,322695;-31,171504;168,409042;-97,505802;-20,802948;117,362054;-101,269935;-24,733929;124,835896;-101,126281;23,539951;2,385011;2,991838;4,269568;1,846664;4,649444;1,709867;2,184376;5,175487;1,915852;1,077759;6,273137;19,500266;23,205282;2,896895;1,36246;4,005272;4,736272;1,53095;4,269568;8,08313;3,890935;3,091878;4,020283;2,385011;7,650179;2,090609;2,991838;4,731441;1,102472;2,095782;0,496789;4,275171;1,301787;0,63525;4,505212;1,314261;0,645028;17,368626;2,366346;4,871709;58,298978;121,774705;38,737156;62,079008;103,684905;49,155546
PP7;2;T;20121002T144600000;7;7;8;1,3;3,1;1,7;3,7;7,3;6,2;7,7;1,8;44,1;73;0,038867;135,860535;0,94489;0,88091;0,011818;0,09587;0,008886;0,004915;0,00046;0,000328;-0,085029;16,196251;-13,221853;-12,411662;0;0,380342;0,405983;0;0;0;0;0,286325;0,559829;0;0;0;0;0,025641;0;0;0;0;0,136752;0;0;0;0;2,84188;1,119658;0;0;0;0,175214;9;3;0;0;6;0;7351,207072;155;117;38;0;4;0;25;2;0;0,754839;0,028169;2224,130001;-110,087208;97,944706;110,310728;175,737901;166,827686;67,963849;68,090676;126,297809;167,510427;177,146928;104,506815;143,740974;150,283366;-101,389497;-4,866291;114,376726;-104,516582;-4,935455;110,310728;-77,180682;6,244743;115,007207;154,330637;-110,087208;-38,158029;34,179934;97,944706;-12,288971;-157,985835;-151,703508;-102,268639;-135,47084;-163,515364;-106,223697;-141,204434;-163,563495;-103,32312;-25,470688;165,910498;-96,410237;-26,531169;88,878945;-104,805197;-35,746497;97,125195;-103,839187;19,373601;3,624216;4,754324;5,766952;1,656674;5,84918;1,965081;2,202107;6,575278;1,547988;0,915112;11,163552;29,954664;26,796664;4,688233;1,288552;5,586219;7,330433;1,644281;5,766952;6,911856;3,748707;3,234234;6,352783;3,624216;12,922708;3,463602;4,754324;8,222163;1,203151;1,435006;0,530036;2,777021;0,636944;0,626354;3,291388;0,821129;0,687918;19,100479;5,989154;5,37746;71,807522;134,141933;51,248196;61,021977;115,105786;84,349859
PP7;2;T;20121002T144700000;7;7;8;1,3;3,1;1,7;3,7;7,3;6,2;7,7;1,8;44,1;77;0,043543;137,852466;0,952898;0,945432;0,014473;0,020588;0,006554;0,033709;0,001103;0,000592;-0,008825;5,521971;-10,126466;-9,274114;0,059091;0,095455;0,077273;0;0,009091;0;0;0,504545;0,436364;0,004545;0,009091;0,054545;0;0,154545;0;0;0,054545;0;0,004545;0;0;0;0;1,304545;0,05;0,131818;0,027273;0,004545;0,159091;31;21;0;1;1;4;21137,94623;46;30;16;0;0;0;5;7;1;0,652174;0;2220,18786;-113,769347;103,362899;104,245344;175,734402;163,42159;66,185346;68,342402;130,756347;167,983702;161,080835;101,670191;126,018158;158,757059;-102,365625;-3,581742;108,297713;-107,46241;-3,667512;104,245344;-77,670533;6,148263;110,505858;157,081495;-113,769347;-52,559286;28,492884;103,362899;-27,0137;-155,61716;-153,270008;-101,774123;-131,48675;-159,337386;-107,414908;-64,075294;-135,575825;-98,548524;-34,188367;156,294036;-118,290554;13,729509;122,216371;-61,425434;23,705416;96,76751;-62,748661;25,582797;4,642415;6,079764;7,831288;1,666231;5,980298;2,915386;4,941348;9,551552;3,2899;17,414627;24,561224;44,749373;27,279402;8,328975;2,629349;7,255149;12,322737;2,949834;7,831288;20,689208;4,880004;5,840453;35,251032;4,642415;15,587911;15,318054;6,079764;26,209434;7,4303;20,177895;2,201839;10,249351;40,460176;3,126502;119,056203;84,788223;20,351378;37,088413;13,506499;33,651334;56,26128;80,487327;57,444417;70,691264;105,537247;64,409565
PP7;2;T;20121002T144800000;7;7;8;1,3;3,1;1,7;3,7;7,3;6,2;7,7;1,8;44,1;73;0,040599;147,095186;0,955097;0,946463;0,007678;0,046577;0,010571;0,011151;0,000208;0,000632;-0,041134;10,264145;-11,325537;-9,248353;0,016736;0,138075;0,129707;0;0;0;0;0,242678;0,686192;0,004184;0;0,012552;0;0,138075;0;0;0;0;0,004184;0;0;0;0;2,577406;0;0,020921;0;0;0,435146;37;19;3;1;6;4;24783,30312;46;30;16;0;4;1;5;8;3;0,652174;0,114286;2226,577921;-113,609284;105,664794;103,291301;175,779527;167,176532;65,013331;68,345905;128,83178;167,413187;149,31383;115,374997;155,333384;130,825868;-95,274786;-1,792507;107,475732;-97,099492;-1,810641;103,291301;-71,005919;7,963184;111,989852;156,845232;-113,609284;-45,925438;31,767969;105,664794;-24,24873;-153,535475;-152,144115;-104,652847;-132,013491;-161,216639;-108,265145;48,39299;-142,036861;-80,563444;-17,57696;159,363701;-98,33869;-4,583097;125,597044;-91,470203;-53,228651;113,502066;-120,102488;20,320511;1,576893;3,618261;2,574532;1,170915;3,217367;2,028038;1,775691;5,002978;4,56078;21,179004;12,003065;19,413644;28,498498;4,621286;1,785782;2,440006;6,430664;1,879377;2,574532;7,375748;3,319868;2,352699;4,100966;1,576893;6,710698;1,541205;3,618261;5,142196;2,848235;2,492315;0,754688;9,524456;27,182534;3,755624;138,680732;24,787083;22,307557;21,748208;3,651559;13,825267;35,515782;76,424295;23,179007;40,05104;75,341975;84,452486
